Item,Price,Region,Country,City
Jeans (Levi's 501 or Similar),"1,144,546.18 ₫",Asia-Pacific,Vietnam,Hanoi
Summer Dress in a Chain Store (e.g. Zara or H&M),"616,580.81 ₫",Asia-Pacific,Vietnam,Hanoi
Nike Running Shoes (Mid-Range),"2,231,676.86 ₫",Asia-Pacific,Vietnam,Hanoi
Men's Leather Business Shoes,"2,109,326.85 ₫",Asia-Pacific,Vietnam,Hanoi
1 Bedroom Apartment in City Centre,"11,695,722.60 ₫",Asia-Pacific,Vietnam,Hanoi
1 Bedroom Apartment Outside of City Centre,"7,461,200.98 ₫",Asia-Pacific,Vietnam,Hanoi
3 Bedroom Apartment in City Centre,"20,858,860.52 ₫",Asia-Pacific,Vietnam,Hanoi
3 Bedroom Apartment Outside of City Centre,"14,615,831.19 ₫",Asia-Pacific,Vietnam,Hanoi
Price per Square Feet to Buy Apartment in City Centre,"10,172,798.22 ₫",Asia-Pacific,Vietnam,Hanoi
Price per Square Feet to Buy Apartment Outside of Centre,"5,713,489.41 ₫",Asia-Pacific,Vietnam,Hanoi
Average Monthly Net Salary (After Tax),"12,870,709.74 ₫",Asia-Pacific,Vietnam,Hanoi
"Annual Mortgage Interest Rate (20-Year Fixed, in %)",8.35,Asia-Pacific,Vietnam,Hanoi
